PERSON ID;OTHER PERSON ID;SUBJECT_IN_FRAME_ID;SEQUENCE;MODE;AVG;MAX;MIN
049;038;049;01;looking_around;0.670846;1.000000;0.000383
049;038;049;01;looking_around_with_occlusion;0.828452;0.999996;0.009916
049;038;049;02;frontal_gaze;0.579284;1.000000;0.001801
049;038;049;02;looking_around;0.670610;1.000000;0.001612
049;038;049;02;looking_around_with_occlusion;0.802625;1.000000;0.022003
049;063;049;01;frontal_gaze;0.999796;1.000000;0.989182
049;063;049;01;looking_around;0.999569;1.000000;0.982042
049;063;049;01;looking_around_with_occlusion;0.999869;1.000000;0.994169
049;063;049;02;frontal_gaze;0.999828;1.000000;0.973758
049;063;049;02;looking_around;0.999584;1.000000;0.988625
049;063;049;02;looking_around_with_occlusion;0.999364;1.000000;0.976434
049;063;063;01;frontal_gaze;0.998971;1.000000;0.981770
049;063;063;01;looking_around;0.999228;1.000000;0.979255
049;063;063;01;looking_around_with_occlusion;0.998660;1.000000;0.982605
049;063;063;02;frontal_gaze;0.999452;1.000000;0.990824
049;063;063;02;looking_around;0.999799;1.000000;0.987702
049;063;063;02;looking_around_with_occlusion;1.000000;1.000000;0.999993
050;024;024;01;frontal_gaze;0.768236;1.000000;0.021535
050;024;024;01;looking_around;0.907635;1.000000;0.054614
050;024;024;01;looking_around_with_occlusion;0.998269;1.000000;0.965654
050;024;024;02;frontal_gaze;0.861093;1.000000;0.092034
050;024;024;02;looking_around;0.852896;1.000000;0.065319
050;024;024;02;looking_around_with_occlusion;0.915855;1.000000;0.136018
050;024;050;01;frontal_gaze;0.919271;0.999997;0.271011
050;024;050;01;looking_around;0.968671;1.000000;0.480215
050;024;050;01;looking_around_with_occlusion;0.940654;1.000000;0.213243
050;024;050;02;frontal_gaze;0.950649;1.000000;0.500000
050;024;050;02;looking_around;0.948704;1.000000;0.351096
050;024;050;02;looking_around_with_occlusion;0.925742;1.000000;0.066702
050;041;041;01;frontal_gaze;0.988761;0.999999;0.905222
050;041;041;01;looking_around;0.965184;1.000000;0.554957
050;041;041;01;looking_around_with_occlusion;0.841795;1.000000;0.023064
050;041;041;02;frontal_gaze;0.993967;1.000000;0.852112
050;041;041;02;looking_around;0.985755;1.000000;0.829663
050;041;041;02;looking_around_with_occlusion;0.958919;1.000000;0.344371
050;041;050;01;frontal_gaze;0.968946;0.999999;0.798857
050;041;050;01;looking_around;0.988344;1.000000;0.732930
050;041;050;01;looking_around_with_occlusion;0.975809;1.000000;0.700188
050;041;050;02;frontal_gaze;0.974027;1.000000;0.782802
050;041;050;02;looking_around;0.974702;1.000000;0.641488
050;041;050;02;looking_around_with_occlusion;0.958755;1.000000;0.362083
050;043;043;01;frontal_gaze;0.730128;0.999985;0.064450
050;043;043;01;looking_around;0.817615;1.000000;0.034234
050;043;043;01;looking_around_with_occlusion;0.806217;1.000000;0.080746
