VIDEO ID;PERSON ID;AVG;MAX;MIN
P1L_S2_C2;0025;0.83945;0.75995;0.8979
P1L_S2_C2;0023;0.8344;0.7226;0.91155
P1L_S2_C3;0014;0.825;0.7283;0.87015
P1L_S2_C3;0020;0.80545;0.75235;0.8367
P1L_S2_C3;0003;0.8544499999999999;0.79035;0.89525
P1L_S2_C3;0005;0.87045;0.7967;0.9007499999999999
P1L_S2_C3;0011;0.8656;0.77535;0.89865
P1L_S2_C3;0021;0.84095;0.7222;0.88695
P1L_S2_C3;0012;0.83075;0.78815;0.8593
P1L_S2_C3;0027;0.8546;0.8176;0.8912
P1L_S2_C3;0026;0.8371999999999999;0.787;0.8726
P1L_S2_C3;0019;0.86775;0.83125;0.9007000000000001
P1L_S2_C3;0016;0.8466;0.7898000000000001;0.8769
P1L_S2_C3;0007;0.84195;0.79335;0.87175
P1L_S2_C3;0013;0.8792;0.8452;0.90805
P1L_S2_C3;0001;0.831;0.77415;0.8765499999999999
P1L_S2_C3;0017;0.8672;0.8260000000000001;0.9104
P1L_S2_C3;0018;0.8155;0.7622;0.8593
P1L_S2_C3;0015;0.781;0.6960500000000001;0.8167
P1L_S2_C3;0010;0.83655;0.7847500000000001;0.87385
P1L_S2_C3;0006;0.7963;0.75005;0.8341000000000001
P1L_S2_C3;0009;0.82935;0.7648;0.8691
P1L_S2_C3;0004;0.7819;0.7365999999999999;0.8369
P1L_S2_C3;0024;0.8646;0.8163;0.9069
P1L_S2_C3;0022;0.82425;0.73165;0.87205
P1L_S2_C3;0025;0.8437;0.7954;0.87845
P1L_S2_C3;0023;0.817;0.78225;0.8497
P1L_S3_C1;0003;0.83805;0.7435499999999999;0.88495
P1L_S3_C1;0013;0.84855;0.7937;0.88245
P1L_S3_C1;0020;0.7766;0.6692;0.8256
P1L_S3_C1;0006;0.78645;0.6920999999999999;0.84545
P1L_S3_C1;0019;0.8362499999999999;0.7293000000000001;0.883
P1L_S3_C1;0011;0.82675;0.7741;0.8772
P1L_S3_C1;0021;0.83655;0.76425;0.87755
P1L_S3_C1;0024;0.8432999999999999;0.7704;0.8811
P1L_S3_C1;0023;0.82465;0.75675;0.87755
P1L_S3_C1;0022;0.8196;0.7702;0.85545
P1L_S3_C1;0025;0.8138;0.71505;0.8873
P1L_S3_C1;0010;0.83585;0.8008;0.8765499999999999
P1L_S3_C1;0018;0.79445;0.65985;0.86205
P1L_S3_C1;0016;0.8543000000000001;0.8091;0.88485
P1L_S3_C1;0026;0.836;0.76675;0.88685
P1L_S3_C1;0027;0.7732;0.6133500000000001;0.877
P1L_S3_C1;0015;0.7727999999999999;0.6648499999999999;0.8198
P1L_S3_C1;0005;0.8414;0.8054;0.86605
P1L_S3_C1;0009;0.83695;0.75425;0.8769
P1L_S3_C1;0007;0.80915;0.7527;0.8547
P1L_S3_C1;0012;0.8379;0.81115;0.87265
P1L_S3_C1;0004;0.7884;0.63115;0.8758
P1L_S3_C1;0014;0.79155;0.71985;0.84655
P1L_S3_C1;0017;0.8443;0.76125;0.88725
P1L_S3_C1;0001;0.84455;0.76675;0.88255
P1L_S3_C2;0003;0.84535;0.75275;0.89435
P1L_S3_C2;0013;0.86315;0.7638;0.9015
P1L_S3_C2;0020;0.7908;0.7;0.82895
